,generation,game,dir,pokedex number
0,gen1,red_blue,gen1/red_blue/1.png,1
1,gen1,red_blue,gen1/red_blue/10.png,10
2,gen1,red_blue,gen1/red_blue/100.png,100
3,gen1,red_blue,gen1/red_blue/101.png,101
4,gen1,red_blue,gen1/red_blue/102.png,102
5,gen1,red_blue,gen1/red_blue/103.png,103
6,gen1,red_blue,gen1/red_blue/104.png,104
7,gen1,red_blue,gen1/red_blue/105.png,105
8,gen1,red_blue,gen1/red_blue/106.png,106
9,gen1,red_blue,gen1/red_blue/107.png,107
10,gen1,red_blue,gen1/red_blue/108.png,108
11,gen1,red_blue,gen1/red_blue/109.png,109
12,gen1,red_blue,gen1/red_blue/11.png,11
13,gen1,red_blue,gen1/red_blue/110.png,110
14,gen1,red_blue,gen1/red_blue/111.png,111
15,gen1,red_blue,gen1/red_blue/112.png,112
16,gen1,red_blue,gen1/red_blue/113.png,113
17,gen1,red_blue,gen1/red_blue/114.png,114
18,gen1,red_blue,gen1/red_blue/115.png,115
19,gen1,red_blue,gen1/red_blue/116.png,116
20,gen1,red_blue,gen1/red_blue/117.png,117
21,gen1,red_blue,gen1/red_blue/118.png,118
22,gen1,red_blue,gen1/red_blue/119.png,119
23,gen1,red_blue,gen1/red_blue/12.png,12
24,gen1,red_blue,gen1/red_blue/120.png,120
25,gen1,red_blue,gen1/red_blue/121.png,121
26,gen1,red_blue,gen1/red_blue/122.png,122
27,gen1,red_blue,gen1/red_blue/123.png,123
28,gen1,red_blue,gen1/red_blue/124.png,124
29,gen1,red_blue,gen1/red_blue/125.png,125
30,gen1,red_blue,gen1/red_blue/126.png,126
31,gen1,red_blue,gen1/red_blue/127.png,127
32,gen1,red_blue,gen1/red_blue/128.png,128
33,gen1,red_blue,gen1/red_blue/129.png,129
34,gen1,red_blue,gen1/red_blue/13.png,13
35,gen1,red_blue,gen1/red_blue/130.png,130
36,gen1,red_blue,gen1/red_blue/131.png,131
37,gen1,red_blue,gen1/red_blue/132.png,132
38,gen1,red_blue,gen1/red_blue/133.png,133
39,gen1,red_blue,gen1/red_blue/134.png,134
40,gen1,red_blue,gen1/red_blue/135.png,135
41,gen1,red_blue,gen1/red_blue/136.png,136
42,gen1,red_blue,gen1/red_blue/137.png,137
43,gen1,red_blue,gen1/red_blue/138.png,138
44,gen1,red_blue,gen1/red_blue/139.png,139
45,gen1,red_blue,gen1/red_blue/14.png,14
46,gen1,red_blue,gen1/red_blue/140.png,140
47,gen1,red_blue,gen1/red_blue/141.png,141
48,gen1,red_blue,gen1/red_blue/142.png,142
49,gen1,red_blue,gen1/red_blue/143.png,143
50,gen1,red_blue,gen1/red_blue/144.png,144
51,gen1,red_blue,gen1/red_blue/145.png,145
52,gen1,red_blue,gen1/red_blue/146.png,146
53,gen1,red_blue,gen1/red_blue/147.png,147
54,gen1,red_blue,gen1/red_blue/148.png,148
55,gen1,red_blue,gen1/red_blue/149.png,149
56,gen1,red_blue,gen1/red_blue/15.png,15
57,gen1,red_blue,gen1/red_blue/150.png,150
58,gen1,red_blue,gen1/red_blue/151.png,151
59,gen1,red_blue,gen1/red_blue/16.png,16
60,gen1,red_blue,gen1/red_blue/17.png,17
61,gen1,red_blue,gen1/red_blue/18.png,18
62,gen1,red_blue,gen1/red_blue/19.png,19
63,gen1,red_blue,gen1/red_blue/2.png,2
64,gen1,red_blue,gen1/red_blue/20.png,20
65,gen1,red_blue,gen1/red_blue/21.png,21
66,gen1,red_blue,gen1/red_blue/22.png,22
67,gen1,red_blue,gen1/red_blue/23.png,23
68,gen1,red_blue,gen1/red_blue/24.png,24
69,gen1,red_blue,gen1/red_blue/25.png,25
70,gen1,red_blue,gen1/red_blue/26.png,26
71,gen1,red_blue,gen1/red_blue/27.png,27
72,gen1,red_blue,gen1/red_blue/28.png,28
73,gen1,red_blue,gen1/red_blue/29.png,29
74,gen1,red_blue,gen1/red_blue/3.png,3
75,gen1,red_blue,gen1/red_blue/30.png,30
76,gen1,red_blue,gen1/red_blue/31.png,31
77,gen1,red_blue,gen1/red_blue/32.png,32
78,gen1,red_blue,gen1/red_blue/33.png,33
79,gen1,red_blue,gen1/red_blue/34.png,34
80,gen1,red_blue,gen1/red_blue/35.png,35
81,gen1,red_blue,gen1/red_blue/36.png,36
82,gen1,red_blue,gen1/red_blue/37.png,37
83,gen1,red_blue,gen1/red_blue/38.png,38
84,gen1,red_blue,gen1/red_blue/39.png,39
85,gen1,red_blue,gen1/red_blue/4.png,4
86,gen1,red_blue,gen1/red_blue/40.png,40
87,gen1,red_blue,gen1/red_blue/41.png,41
88,gen1,red_blue,gen1/red_blue/42.png,42
89,gen1,red_blue,gen1/red_blue/43.png,43
90,gen1,red_blue,gen1/red_blue/44.png,44
91,gen1,red_blue,gen1/red_blue/45.png,45
92,gen1,red_blue,gen1/red_blue/46.png,46
93,gen1,red_blue,gen1/red_blue/47.png,47
94,gen1,red_blue,gen1/red_blue/48.png,48
95,gen1,red_blue,gen1/red_blue/49.png,49
96,gen1,red_blue,gen1/red_blue/5.png,5
97,gen1,red_blue,gen1/red_blue/50.png,50
98,gen1,red_blue,gen1/red_blue/51.png,51
99,gen1,red_blue,gen1/red_blue/52.png,52
100,gen1,red_blue,gen1/red_blue/53.png,53
101,gen1,red_blue,gen1/red_blue/54.png,54
102,gen1,red_blue,gen1/red_blue/55.png,55
103,gen1,red_blue,gen1/red_blue/56.png,56
104,gen1,red_blue,gen1/red_blue/57.png,57
105,gen1,red_blue,gen1/red_blue/58.png,58
106,gen1,red_blue,gen1/red_blue/59.png,59
107,gen1,red_blue,gen1/red_blue/6.png,6
108,gen1,red_blue,gen1/red_blue/60.png,60
109,gen1,red_blue,gen1/red_blue/61.png,61
110,gen1,red_blue,gen1/red_blue/62.png,62
111,gen1,red_blue,gen1/red_blue/63.png,63
112,gen1,red_blue,gen1/red_blue/64.png,64
113,gen1,red_blue,gen1/red_blue/65.png,65
114,gen1,red_blue,gen1/red_blue/66.png,66
115,gen1,red_blue,gen1/red_blue/67.png,67
116,gen1,red_blue,gen1/red_blue/68.png,68
117,gen1,red_blue,gen1/red_blue/69.png,69
118,gen1,red_blue,gen1/red_blue/7.png,7
119,gen1,red_blue,gen1/red_blue/70.png,70
120,gen1,red_blue,gen1/red_blue/71.png,71
121,gen1,red_blue,gen1/red_blue/72.png,72
122,gen1,red_blue,gen1/red_blue/73.png,73
123,gen1,red_blue,gen1/red_blue/74.png,74
124,gen1,red_blue,gen1/red_blue/75.png,75
125,gen1,red_blue,gen1/red_blue/76.png,76
126,gen1,red_blue,gen1/red_blue/77.png,77
127,gen1,red_blue,gen1/red_blue/78.png,78
128,gen1,red_blue,gen1/red_blue/79.png,79
129,gen1,red_blue,gen1/red_blue/8.png,8
130,gen1,red_blue,gen1/red_blue/80.png,80
131,gen1,red_blue,gen1/red_blue/81.png,81
132,gen1,red_blue,gen1/red_blue/82.png,82
133,gen1,red_blue,gen1/red_blue/83.png,83
134,gen1,red_blue,gen1/red_blue/84.png,84
135,gen1,red_blue,gen1/red_blue/85.png,85
136,gen1,red_blue,gen1/red_blue/86.png,86
137,gen1,red_blue,gen1/red_blue/87.png,87
138,gen1,red_blue,gen1/red_blue/88.png,88
139,gen1,red_blue,gen1/red_blue/89.png,89
140,gen1,red_blue,gen1/red_blue/9.png,9
141,gen1,red_blue,gen1/red_blue/90.png,90
142,gen1,red_blue,gen1/red_blue/91.png,91
143,gen1,red_blue,gen1/red_blue/92.png,92
144,gen1,red_blue,gen1/red_blue/93.png,93
145,gen1,red_blue,gen1/red_blue/94.png,94
146,gen1,red_blue,gen1/red_blue/95.png,95
147,gen1,red_blue,gen1/red_blue/96.png,96
148,gen1,red_blue,gen1/red_blue/97.png,97
149,gen1,red_blue,gen1/red_blue/98.png,98
150,gen1,red_blue,gen1/red_blue/99.png,99
151,gen1,red_green,gen1/red_green/1.png,1
152,gen1,red_green,gen1/red_green/10.png,10
153,gen1,red_green,gen1/red_green/100.png,100
154,gen1,red_green,gen1/red_green/101.png,101
155,gen1,red_green,gen1/red_green/102.png,102
156,gen1,red_green,gen1/red_green/103.png,103
157,gen1,red_green,gen1/red_green/104.png,104
158,gen1,red_green,gen1/red_green/105.png,105
159,gen1,red_green,gen1/red_green/106.png,106
160,gen1,red_green,gen1/red_green/107.png,107
161,gen1,red_green,gen1/red_green/108.png,108
162,gen1,red_green,gen1/red_green/109.png,109
163,gen1,red_green,gen1/red_green/11.png,11
164,gen1,red_green,gen1/red_green/110.png,110
165,gen1,red_green,gen1/red_green/111.png,111
166,gen1,red_green,gen1/red_green/112.png,112
167,gen1,red_green,gen1/red_green/113.png,113
168,gen1,red_green,gen1/red_green/114.png,114
169,gen1,red_green,gen1/red_green/115.png,115
170,gen1,red_green,gen1/red_green/116.png,116
171,gen1,red_green,gen1/red_green/117.png,117
172,gen1,red_green,gen1/red_green/118.png,118
173,gen1,red_green,gen1/red_green/119.png,119
174,gen1,red_green,gen1/red_green/12.png,12
175,gen1,red_green,gen1/red_green/120.png,120
176,gen1,red_green,gen1/red_green/121.png,121
177,gen1,red_green,gen1/red_green/122.png,122
178,gen1,red_green,gen1/red_green/123.png,123
179,gen1,red_green,gen1/red_green/124.png,124
180,gen1,red_green,gen1/red_green/125.png,125
181,gen1,red_green,gen1/red_green/126.png,126
182,gen1,red_green,gen1/red_green/127.png,127
183,gen1,red_green,gen1/red_green/128.png,128
184,gen1,red_green,gen1/red_green/129.png,129
185,gen1,red_green,gen1/red_green/13.png,13
186,gen1,red_green,gen1/red_green/130.png,130
187,gen1,red_green,gen1/red_green/131.png,131
188,gen1,red_green,gen1/red_green/132.png,132
189,gen1,red_green,gen1/red_green/133.png,133
190,gen1,red_green,gen1/red_green/134.png,134
191,gen1,red_green,gen1/red_green/135.png,135
192,gen1,red_green,gen1/red_green/136.png,136
193,gen1,red_green,gen1/red_green/137.png,137
194,gen1,red_green,gen1/red_green/138.png,138
195,gen1,red_green,gen1/red_green/139.png,139
196,gen1,red_green,gen1/red_green/14.png,14
197,gen1,red_green,gen1/red_green/140.png,140
198,gen1,red_green,gen1/red_green/141.png,141
199,gen1,red_green,gen1/red_green/142.png,142
200,gen1,red_green,gen1/red_green/143.png,143
201,gen1,red_green,gen1/red_green/144.png,144
202,gen1,red_green,gen1/red_green/145.png,145
203,gen1,red_green,gen1/red_green/146.png,146
204,gen1,red_green,gen1/red_green/147.png,147
205,gen1,red_green,gen1/red_green/148.png,148
206,gen1,red_green,gen1/red_green/149.png,149
207,gen1,red_green,gen1/red_green/15.png,15
208,gen1,red_green,gen1/red_green/150.png,150
209,gen1,red_green,gen1/red_green/151.png,151
210,gen1,red_green,gen1/red_green/16.png,16
211,gen1,red_green,gen1/red_green/17.png,17
212,gen1,red_green,gen1/red_green/18.png,18
213,gen1,red_green,gen1/red_green/19.png,19
214,gen1,red_green,gen1/red_green/2.png,2
215,gen1,red_green,gen1/red_green/20.png,20
216,gen1,red_green,gen1/red_green/21.png,21
217,gen1,red_green,gen1/red_green/22.png,22
218,gen1,red_green,gen1/red_green/23.png,23
219,gen1,red_green,gen1/red_green/24.png,24
220,gen1,red_green,gen1/red_green/25.png,25
221,gen1,red_green,gen1/red_green/26.png,26
222,gen1,red_green,gen1/red_green/27.png,27
223,gen1,red_green,gen1/red_green/28.png,28
224,gen1,red_green,gen1/red_green/29.png,29
225,gen1,red_green,gen1/red_green/3.png,3
226,gen1,red_green,gen1/red_green/30.png,30
227,gen1,red_green,gen1/red_green/31.png,31
228,gen1,red_green,gen1/red_green/32.png,32
229,gen1,red_green,gen1/red_green/33.png,33
230,gen1,red_green,gen1/red_green/34.png,34
231,gen1,red_green,gen1/red_green/35.png,35
232,gen1,red_green,gen1/red_green/36.png,36
233,gen1,red_green,gen1/red_green/37.png,37
234,gen1,red_green,gen1/red_green/38.png,38
235,gen1,red_green,gen1/red_green/39.png,39
236,gen1,red_green,gen1/red_green/4.png,4
237,gen1,red_green,gen1/red_green/40.png,40
238,gen1,red_green,gen1/red_green/41.png,41
239,gen1,red_green,gen1/red_green/42.png,42
240,gen1,red_green,gen1/red_green/43.png,43
241,gen1,red_green,gen1/red_green/44.png,44
242,gen1,red_green,gen1/red_green/45.png,45
243,gen1,red_green,gen1/red_green/46.png,46
244,gen1,red_green,gen1/red_green/47.png,47
245,gen1,red_green,gen1/red_green/48.png,48
246,gen1,red_green,gen1/red_green/49.png,49
247,gen1,red_green,gen1/red_green/5.png,5
248,gen1,red_green,gen1/red_green/50.png,50
249,gen1,red_green,gen1/red_green/51.png,51
250,gen1,red_green,gen1/red_green/52.png,52
251,gen1,red_green,gen1/red_green/53.png,53
252,gen1,red_green,gen1/red_green/54.png,54
253,gen1,red_green,gen1/red_green/55.png,55
254,gen1,red_green,gen1/red_green/56.png,56
255,gen1,red_green,gen1/red_green/57.png,57
256,gen1,red_green,gen1/red_green/58.png,58
257,gen1,red_green,gen1/red_green/59.png,59
258,gen1,red_green,gen1/red_green/6.png,6
259,gen1,red_green,gen1/red_green/60.png,60
260,gen1,red_green,gen1/red_green/61.png,61
261,gen1,red_green,gen1/red_green/62.png,62
262,gen1,red_green,gen1/red_green/63.png,63
263,gen1,red_green,gen1/red_green/64.png,64
264,gen1,red_green,gen1/red_green/65.png,65
265,gen1,red_green,gen1/red_green/66.png,66
266,gen1,red_green,gen1/red_green/67.png,67
267,gen1,red_green,gen1/red_green/68.png,68
268,gen1,red_green,gen1/red_green/69.png,69
269,gen1,red_green,gen1/red_green/7.png,7
270,gen1,red_green,gen1/red_green/70.png,70
271,gen1,red_green,gen1/red_green/71.png,71
272,gen1,red_green,gen1/red_green/72.png,72
273,gen1,red_green,gen1/red_green/73.png,73
274,gen1,red_green,gen1/red_green/74.png,74
275,gen1,red_green,gen1/red_green/75.png,75
276,gen1,red_green,gen1/red_green/76.png,76
277,gen1,red_green,gen1/red_green/77.png,77
278,gen1,red_green,gen1/red_green/78.png,78
279,gen1,red_green,gen1/red_green/79.png,79
280,gen1,red_green,gen1/red_green/8.png,8
281,gen1,red_green,gen1/red_green/80.png,80
282,gen1,red_green,gen1/red_green/81.png,81
283,gen1,red_green,gen1/red_green/82.png,82
284,gen1,red_green,gen1/red_green/83.png,83
285,gen1,red_green,gen1/red_green/84.png,84
286,gen1,red_green,gen1/red_green/85.png,85
287,gen1,red_green,gen1/red_green/86.png,86
288,gen1,red_green,gen1/red_green/87.png,87
289,gen1,red_green,gen1/red_green/88.png,88
290,gen1,red_green,gen1/red_green/89.png,89
291,gen1,red_green,gen1/red_green/9.png,9
292,gen1,red_green,gen1/red_green/90.png,90
293,gen1,red_green,gen1/red_green/91.png,91
294,gen1,red_green,gen1/red_green/92.png,92
295,gen1,red_green,gen1/red_green/93.png,93
296,gen1,red_green,gen1/red_green/94.png,94
297,gen1,red_green,gen1/red_green/95.png,95
298,gen1,red_green,gen1/red_green/96.png,96
299,gen1,red_green,gen1/red_green/97.png,97
300,gen1,red_green,gen1/red_green/98.png,98
301,gen1,red_green,gen1/red_green/99.png,99
302,gen1,yellow,gen1/yellow/1.png,1
303,gen1,yellow,gen1/yellow/10.png,10
304,gen1,yellow,gen1/yellow/100.png,100
305,gen1,yellow,gen1/yellow/101.png,101
306,gen1,yellow,gen1/yellow/102.png,102
307,gen1,yellow,gen1/yellow/103.png,103
308,gen1,yellow,gen1/yellow/104.png,104
309,gen1,yellow,gen1/yellow/105.png,105
310,gen1,yellow,gen1/yellow/106.png,106
311,gen1,yellow,gen1/yellow/107.png,107
312,gen1,yellow,gen1/yellow/108.png,108
313,gen1,yellow,gen1/yellow/109.png,109
314,gen1,yellow,gen1/yellow/11.png,11
315,gen1,yellow,gen1/yellow/110.png,110
316,gen1,yellow,gen1/yellow/111.png,111
317,gen1,yellow,gen1/yellow/112.png,112
318,gen1,yellow,gen1/yellow/113.png,113
319,gen1,yellow,gen1/yellow/114.png,114
320,gen1,yellow,gen1/yellow/115.png,115
321,gen1,yellow,gen1/yellow/116.png,116
322,gen1,yellow,gen1/yellow/117.png,117
323,gen1,yellow,gen1/yellow/118.png,118
324,gen1,yellow,gen1/yellow/119.png,119
325,gen1,yellow,gen1/yellow/12.png,12
326,gen1,yellow,gen1/yellow/120.png,120
327,gen1,yellow,gen1/yellow/121.png,121
328,gen1,yellow,gen1/yellow/122.png,122
329,gen1,yellow,gen1/yellow/123.png,123
330,gen1,yellow,gen1/yellow/124.png,124
331,gen1,yellow,gen1/yellow/125.png,125
332,gen1,yellow,gen1/yellow/126.png,126
333,gen1,yellow,gen1/yellow/127.png,127
334,gen1,yellow,gen1/yellow/128.png,128
335,gen1,yellow,gen1/yellow/129.png,129
336,gen1,yellow,gen1/yellow/13.png,13
337,gen1,yellow,gen1/yellow/130.png,130
338,gen1,yellow,gen1/yellow/131.png,131
339,gen1,yellow,gen1/yellow/132.png,132
340,gen1,yellow,gen1/yellow/133.png,133
341,gen1,yellow,gen1/yellow/134.png,134
342,gen1,yellow,gen1/yellow/135.png,135
343,gen1,yellow,gen1/yellow/136.png,136
344,gen1,yellow,gen1/yellow/137.png,137
345,gen1,yellow,gen1/yellow/138.png,138
346,gen1,yellow,gen1/yellow/139.png,139
347,gen1,yellow,gen1/yellow/14.png,14
348,gen1,yellow,gen1/yellow/140.png,140
349,gen1,yellow,gen1/yellow/141.png,141
350,gen1,yellow,gen1/yellow/142.png,142
351,gen1,yellow,gen1/yellow/143.png,143
352,gen1,yellow,gen1/yellow/144.png,144
353,gen1,yellow,gen1/yellow/145.png,145
354,gen1,yellow,gen1/yellow/146.png,146
355,gen1,yellow,gen1/yellow/147.png,147
356,gen1,yellow,gen1/yellow/148.png,148
357,gen1,yellow,gen1/yellow/149.png,149
358,gen1,yellow,gen1/yellow/15.png,15
359,gen1,yellow,gen1/yellow/150.png,150
360,gen1,yellow,gen1/yellow/151.png,151
361,gen1,yellow,gen1/yellow/16.png,16
362,gen1,yellow,gen1/yellow/17.png,17
363,gen1,yellow,gen1/yellow/18.png,18
364,gen1,yellow,gen1/yellow/19.png,19
365,gen1,yellow,gen1/yellow/2.png,2
366,gen1,yellow,gen1/yellow/20.png,20
367,gen1,yellow,gen1/yellow/21.png,21
368,gen1,yellow,gen1/yellow/22.png,22
369,gen1,yellow,gen1/yellow/23.png,23
370,gen1,yellow,gen1/yellow/24.png,24
371,gen1,yellow,gen1/yellow/25.png,25
372,gen1,yellow,gen1/yellow/26.png,26
373,gen1,yellow,gen1/yellow/27.png,27
374,gen1,yellow,gen1/yellow/28.png,28
375,gen1,yellow,gen1/yellow/29.png,29
376,gen1,yellow,gen1/yellow/3.png,3
377,gen1,yellow,gen1/yellow/30.png,30
378,gen1,yellow,gen1/yellow/31.png,31
379,gen1,yellow,gen1/yellow/32.png,32
380,gen1,yellow,gen1/yellow/33.png,33
381,gen1,yellow,gen1/yellow/34.png,34
382,gen1,yellow,gen1/yellow/35.png,35
383,gen1,yellow,gen1/yellow/36.png,36
384,gen1,yellow,gen1/yellow/37.png,37
385,gen1,yellow,gen1/yellow/38.png,38
386,gen1,yellow,gen1/yellow/39.png,39
387,gen1,yellow,gen1/yellow/4.png,4
388,gen1,yellow,gen1/yellow/40.png,40
389,gen1,yellow,gen1/yellow/41.png,41
390,gen1,yellow,gen1/yellow/42.png,42
391,gen1,yellow,gen1/yellow/43.png,43
392,gen1,yellow,gen1/yellow/44.png,44
393,gen1,yellow,gen1/yellow/45.png,45
394,gen1,yellow,gen1/yellow/46.png,46
395,gen1,yellow,gen1/yellow/47.png,47
396,gen1,yellow,gen1/yellow/48.png,48
397,gen1,yellow,gen1/yellow/49.png,49
398,gen1,yellow,gen1/yellow/5.png,5
399,gen1,yellow,gen1/yellow/50.png,50
400,gen1,yellow,gen1/yellow/51.png,51
401,gen1,yellow,gen1/yellow/52.png,52
402,gen1,yellow,gen1/yellow/53.png,53
403,gen1,yellow,gen1/yellow/54.png,54
404,gen1,yellow,gen1/yellow/55.png,55
405,gen1,yellow,gen1/yellow/56.png,56
406,gen1,yellow,gen1/yellow/57.png,57
407,gen1,yellow,gen1/yellow/58.png,58
408,gen1,yellow,gen1/yellow/59.png,59
409,gen1,yellow,gen1/yellow/6.png,6
410,gen1,yellow,gen1/yellow/60.png,60
411,gen1,yellow,gen1/yellow/61.png,61
412,gen1,yellow,gen1/yellow/62.png,62
413,gen1,yellow,gen1/yellow/63.png,63
414,gen1,yellow,gen1/yellow/64.png,64
415,gen1,yellow,gen1/yellow/65.png,65
416,gen1,yellow,gen1/yellow/66.png,66
417,gen1,yellow,gen1/yellow/67.png,67
418,gen1,yellow,gen1/yellow/68.png,68
419,gen1,yellow,gen1/yellow/69.png,69
420,gen1,yellow,gen1/yellow/7.png,7
421,gen1,yellow,gen1/yellow/70.png,70
422,gen1,yellow,gen1/yellow/71.png,71
423,gen1,yellow,gen1/yellow/72.png,72
424,gen1,yellow,gen1/yellow/73.png,73
425,gen1,yellow,gen1/yellow/74.png,74
426,gen1,yellow,gen1/yellow/75.png,75
427,gen1,yellow,gen1/yellow/76.png,76
428,gen1,yellow,gen1/yellow/77.png,77
429,gen1,yellow,gen1/yellow/78.png,78
430,gen1,yellow,gen1/yellow/79.png,79
431,gen1,yellow,gen1/yellow/8.png,8
432,gen1,yellow,gen1/yellow/80.png,80
433,gen1,yellow,gen1/yellow/81.png,81
434,gen1,yellow,gen1/yellow/82.png,82
435,gen1,yellow,gen1/yellow/83.png,83
436,gen1,yellow,gen1/yellow/84.png,84
437,gen1,yellow,gen1/yellow/85.png,85
438,gen1,yellow,gen1/yellow/86.png,86
439,gen1,yellow,gen1/yellow/87.png,87
440,gen1,yellow,gen1/yellow/88.png,88
441,gen1,yellow,gen1/yellow/89.png,89
442,gen1,yellow,gen1/yellow/9.png,9
443,gen1,yellow,gen1/yellow/90.png,90
444,gen1,yellow,gen1/yellow/91.png,91
445,gen1,yellow,gen1/yellow/92.png,92
446,gen1,yellow,gen1/yellow/93.png,93
447,gen1,yellow,gen1/yellow/94.png,94
448,gen1,yellow,gen1/yellow/95.png,95
449,gen1,yellow,gen1/yellow/96.png,96
450,gen1,yellow,gen1/yellow/97.png,97
451,gen1,yellow,gen1/yellow/98.png,98
452,gen1,yellow,gen1/yellow/99.png,99
453,gen2,crystal,gen2/crystal/1.png,1
454,gen2,crystal,gen2/crystal/10.png,10
455,gen2,crystal,gen2/crystal/100.png,100
456,gen2,crystal,gen2/crystal/101.png,101
457,gen2,crystal,gen2/crystal/102.png,102
458,gen2,crystal,gen2/crystal/103.png,103
459,gen2,crystal,gen2/crystal/104.png,104
460,gen2,crystal,gen2/crystal/105.png,105
461,gen2,crystal,gen2/crystal/106.png,106
462,gen2,crystal,gen2/crystal/107.png,107
463,gen2,crystal,gen2/crystal/108.png,108
464,gen2,crystal,gen2/crystal/109.png,109
465,gen2,crystal,gen2/crystal/11.png,11
466,gen2,crystal,gen2/crystal/110.png,110
467,gen2,crystal,gen2/crystal/111.png,111
468,gen2,crystal,gen2/crystal/112.png,112
469,gen2,crystal,gen2/crystal/113.png,113
470,gen2,crystal,gen2/crystal/114.png,114
471,gen2,crystal,gen2/crystal/115.png,115
472,gen2,crystal,gen2/crystal/116.png,116
473,gen2,crystal,gen2/crystal/117.png,117
474,gen2,crystal,gen2/crystal/118.png,118
475,gen2,crystal,gen2/crystal/119.png,119
476,gen2,crystal,gen2/crystal/12.png,12
477,gen2,crystal,gen2/crystal/120.png,120
478,gen2,crystal,gen2/crystal/121.png,121
479,gen2,crystal,gen2/crystal/122.png,122
480,gen2,crystal,gen2/crystal/123.png,123
481,gen2,crystal,gen2/crystal/124.png,124
482,gen2,crystal,gen2/crystal/125.png,125
483,gen2,crystal,gen2/crystal/126.png,126
484,gen2,crystal,gen2/crystal/127.png,127
485,gen2,crystal,gen2/crystal/128.png,128
486,gen2,crystal,gen2/crystal/129.png,129
